61.35 52.2 46.33 50.26 50.99 53.22 53.74 50.91 46.77 49.52 61.71 51.99 43.89 54.38 42.75 48.68 52.81 50.1 43.53 51.81 51.82 46.01 53.22 56.08 52.64 49.13 47.74 45.23 56.29 50.3
51.78 55.98 57.48 43.68 51.84 47.84 48.36 55.45 51.03 47.05 47.87 43.27 48.21 46.25 51.44 40.13 40.41 53.55 45.24 53.9 56.84 50.82 47.84 39.4 50.05 49.47 51.69 51.84 44.6 43.32
49.04 46.53 46.57 54.72 48.24 46.29 54 50.47 44.72 51.86 49.56 45.73 42.29 58.35 48.68 57.58 51.93 57.32 56.78 47.83 54.24 45.35 41.98 48.89 51.78 60.25 45.6 54.28 42.89 57.18
53.72 55.11 44.72 54.86 52.3 44.65 50.06 58.13 52.85 56.35 52.78 57.96 53.76 50.58 49.43 56.51 54.41 53.44 52.71 64.08 61.14 48.79 41.54 54.97 49.15 52.31 51.96 56 59.5 48.21
46.63 49.11 43.45 46.96 46.85 54.58 49.08 53.53 54.14 48.42 59.02 49.09 44.3 44.14 56.47 56.37 56.32 40.74 43.3 54.6 50.79 54.12 45.31 55.29 38.33 58.37 45.96 56.53 44.39 54.49
50.1 56.51 57.54 53.26 44.68 44.37 44.55 61.75 52.79 45.52 48.15 48.39 48.69 49.4 50.18 52.85 43.51 57.91 58.71 46.23 44.74 54.81 54.15 52.08 53.48 46.92 49.41 49.25 49.99 49.86
56.41 48.02 50.08 54.22 52.94 58.79 58.89 41.98 54.47 48.71 47.07 58.07 46.36 48.62 43.17 51.4 47.45 44.87 47.55 57.04 48.39 56.37 49.62 49.33 49.17 52.11 46.94 48.45 52.03 46.22
48.83 53.62 50.97 52.89 55.45 50.07 46.73 52.47 42.91 49.13 58.7 45.64 55.59 53.44 56.71 58.38 47.13 52.43 54.74 54.1 53.02 50.58 58.11 60.65 49.43 41.21 45.5 54.27 46.42 44.97
39.6 52.86 49.52 52.73 49.09 44.98 54.68 50.63 54.06 48.71 54.1 53.9 52.95 59.02 49.08 58.83 57.5 48.27 40.87 48.4 50.23 56.33 51.34 52.32 45.5 46.81 44.09 44.16 55.16 50.7
49.03 45.18 52.19 44.66 61.79 41.66 52.48 53.02 45.3 49.49 50.13 46.5 36.64 47.97 48.85 44.06 49.34 50.88 56.79 56.77 42.04 53.49 51.89 63.57 48.51 55.67 43.75 49.13 42.06 56.44
